index, type, weight, price
1, Shrimp, 0.6087535893792919, 4.99
2, Shrimp, 2.334210691773657, 4.99
3, Shrimp, 3.9424504999793126, 4.99
4, Shrimp, 4.824995498107293, 4.99
5, Crab, 4.077380173551128, 4.99
6, Crab, 4.701289556198154, 4.99
7, Shrimp, 4.383584274307893, 4.99
8, Scallop, 4.582164892992388, 4.99
9, Crab, 4.967568685144597, 4.99
10, Shrimp, 0.2680308165293327, 4.99
11, Shrimp, 2.018423866078072, 4.99
12, Crab, 0.9778931647350786, 4.99
13, Scallop, 1.5311774052316227, 4.99
14, Shrimp, 0.21556249815965914, 4.99
15, Crab, 3.856238337182159, 4.99
16, Scallop, 1.8026662388028627, 4.99
17, Crab, 0.9213660739239774, 4.99
18, Fish, 1.8350810170360305, 4.99
19, Fish, 1.8350810170360305, 4.99
20, Fish, 1.8350810170360305, 4.99
21, Fish, 1.8350810170360305, 4.99
22, Fish, 1.8350810170360305, 4.99
23, Fish, 2.624762399870142, 4.99
24, Fish, 2.624762399870142, 4.99
25, Fish, 2.624762399870142, 4.99
26, Fish, 2.624762399870142, 4.99
27, Fish, 2.624762399870142, 4.99
28, Crab, 0.47835522770016187, 4.99
29, Shrimp, 4.633581327757425, 4.99
30, Fish, 3.0175564153370353, 4.99
31, Fish, 3.0175564153370353, 4.99
32, Fish, 3.0175564153370353, 4.99
33, Fish, 3.0175564153370353, 4.99
34, Fish, 3.0175564153370353, 4.99
35, Scallop, 1.9079706989482847, 4.99
36, Shrimp, 0.4995084678439789, 4.99
37, Fish, 4.977168760910189, 4.99
38, Fish, 4.977168760910189, 4.99
39, Fish, 4.977168760910189, 4.99
40, Fish, 4.977168760910189, 4.99
41, Fish, 4.977168760910189, 4.99
42, Fish, 2.1708947118190265, 4.99
43, Fish, 2.1708947118190265, 4.99
44, Fish, 2.1708947118190265, 4.99
45, Fish, 2.1708947118190265, 4.99
46, Fish, 2.1708947118190265, 4.99
47, Crab, 1.511081624443551, 4.99
48, Crab, 2.2040218762900166, 4.99
49, Crab, 3.167055223473887, 4.99
50, Crab, 3.619817264171861, 4.99
51, Crab, 0.08714516079991995, 4.99
52, Crab, 1.2306212978452509, 4.99
53, Crab, 4.121577781995482, 4.99
54, Shrimp, 1.4765772473085261, 4.99
55, Scallop, 4.816869793861573, 4.99
56, Crab, 4.21519385536966, 4.99
57, Crab, 1.3357135194336502, 4.99
58, Scallop, 0.21615518499522582, 4.99
59, Shrimp, 1.9009891169937259, 4.99
60, Scallop, 2.3452063664896907, 4.99
61, Fish, 3.985999522096771, 4.99
62, Fish, 3.985999522096771, 4.99
63, Fish, 3.985999522096771, 4.99
64, Fish, 3.985999522096771, 4.99
65, Fish, 3.985999522096771, 4.99
66, Scallop, 0.9281428168686263, 4.99
67, Crab, 1.3213900081933516, 4.99
68, Scallop, 4.438586781012955, 4.99
69, Shrimp, 4.121777321791697, 4.99
70, Crab, 4.2977983845648104, 4.99
71, Scallop, 3.581267706856213, 4.99
72, Scallop, 1.9998816247254063, 4.99
73, Fish, 0.1921399615343385, 4.99
74, Fish, 0.1921399615343385, 4.99
75, Fish, 0.1921399615343385, 4.99
76, Fish, 0.1921399615343385, 4.99
77, Fish, 0.1921399615343385, 4.99
78, Shrimp, 3.0251839257329625, 4.99
79, Scallop, 4.589982214130859, 4.99
80, Scallop, 1.1611355433664288, 4.99
81, Fish, 4.839395650449782, 4.99
82, Fish, 4.839395650449782, 4.99
83, Fish, 4.839395650449782, 4.99
84, Fish, 4.839395650449782, 4.99
85, Fish, 4.839395650449782, 4.99
86, Crab, 1.0615923159405087, 4.99
87, Crab, 1.2332225035249964, 4.99
88, Crab, 3.673696842848359, 4.99
89, Scallop, 0.9808772112605623, 4.99
90, Crab, 2.505155227202753, 4.99
91, Crab, 1.513099797823512, 4.99
92, Scallop, 4.060493281501567, 4.99
93, Fish, 2.834624070677905, 4.99
94, Fish, 2.834624070677905, 4.99
95, Fish, 2.834624070677905, 4.99
96, Fish, 2.834624070677905, 4.99
97, Fish, 2.834624070677905, 4.99
98, Shrimp, 0.03937266629679817, 4.99
99, Fish, 1.0343567609208173, 4.99
100, Fish, 1.0343567609208173, 4.99
101, Fish, 1.0343567609208173, 4.99
102, Fish, 1.0343567609208173, 4.99
103, Fish, 1.0343567609208173, 4.99
104, Fish, 3.758737173846995, 4.99
105, Fish, 3.758737173846995, 4.99
106, Fish, 3.758737173846995, 4.99
107, Fish, 3.758737173846995, 4.99
108, Fish, 3.758737173846995, 4.99
109, Fish, 2.0315621965894173, 4.99
110, Fish, 2.0315621965894173, 4.99
111, Fish, 2.0315621965894173, 4.99
112, Fish, 2.0315621965894173, 4.99
113, Fish, 2.0315621965894173, 4.99
114, Shrimp, 3.9518882637275263, 4.99
115, Scallop, 1.5768629379310375, 4.99
116, Crab, 0.9125271263709643, 4.99
117, Crab, 0.5231940896205866, 4.99
118, Fish, 2.0220087999563097, 4.99
119, Fish, 2.0220087999563097, 4.99
120, Fish, 2.0220087999563097, 4.99
121, Fish, 2.0220087999563097, 4.99
122, Fish, 2.0220087999563097, 4.99
123, Shrimp, 3.599757913970182, 4.99
124, Crab, 4.502470748406506, 4.99
125, Scallop, 3.0680434752380727, 4.99
126, Scallop, 3.6208537430500467, 4.99
127, Crab, 3.489179527096574, 4.99
128, Shrimp, 1.3888403389231163, 4.99
129, Fish, 3.1108621928743445, 4.99
130, Fish, 3.1108621928743445, 4.99
131, Fish, 3.1108621928743445, 4.99
132, Fish, 3.1108621928743445, 4.99
133, Fish, 3.1108621928743445, 4.99
134, Shrimp, 1.3825392407022812, 4.99
135, Crab, 3.378565647761375, 4.99
136, Crab, 0.44150788819417724, 4.99
137, Crab, 1.9422731415678551, 4.99
138, Shrimp, 0.0391404520159631, 4.99
139, Shrimp, 4.66355614601769, 4.99
140, Shrimp, 3.8791369135716747, 4.99
141, Fish, 2.9445920552221785, 4.99
142, Fish, 2.9445920552221785, 4.99
143, Fish, 2.9445920552221785, 4.99
144, Fish, 2.9445920552221785, 4.99
145, Fish, 2.9445920552221785, 4.99
146, Crab, 0.4003134447365345, 4.99
147, Scallop, 4.381928598366345, 4.99
148, Scallop, 0.7540023781875215, 4.99
149, Scallop, 4.186225980048839, 4.99
150, Crab, 1.5151481069588149, 4.99
151, Shrimp, 1.8836124958240499, 4.99
152, Fish, 2.044094782678864, 4.99
153, Fish, 2.044094782678864, 4.99
154, Fish, 2.044094782678864, 4.99
155, Fish, 2.044094782678864, 4.99
156, Fish, 2.044094782678864, 4.99
157, Scallop, 3.036604705810167, 4.99
158, Fish, 3.012104475327145, 4.99
159, Fish, 3.012104475327145, 4.99
160, Fish, 3.012104475327145, 4.99
161, Fish, 3.012104475327145, 4.99
162, Fish, 3.012104475327145, 4.99
163, Shrimp, 4.466336665320463, 4.99
164, Shrimp, 4.609560377836585, 4.99
165, Fish, 0.418044564354958, 4.99
166, Fish, 0.418044564354958, 4.99
167, Fish, 0.418044564354958, 4.99
168, Fish, 0.418044564354958, 4.99
169, Fish, 0.418044564354958, 4.99
170, Shrimp, 3.1615698553918623, 4.99
171, Crab, 1.765013938741719, 4.99
172, Fish, 1.7543228353782876, 4.99
173, Fish, 1.7543228353782876, 4.99
174, Fish, 1.7543228353782876, 4.99
175, Fish, 1.7543228353782876, 4.99
176, Fish, 1.7543228353782876, 4.99
177, Shrimp, 1.527422197655242, 4.99
178, Shrimp, 4.716775429116784, 4.99
179, Scallop, 1.4875727954179976, 4.99
180, Scallop, 0.49121361627614984, 4.99
181, Shrimp, 4.648827294609907, 4.99
182, Shrimp, 1.4153910861079826, 4.99
183, Shrimp, 3.148049628100907, 4.99
184, Scallop, 0.10995843815242592, 4.99
